Rk,School,Conf,AP_Rank,Overall_W,Overall_L,SRS_OSRS,SRS_DSRS,SRS_SRS,Scoring_Off,Scoring_Def,Passing_Off,Passing_Def,Rushing_Off,Rushing_Def,Total_Off,Total_Def,WinPct,MOV,Season,Team,Points_For,Points_Against,Total_Wins,PregameElo_Mean,PregameElo_Start,PostgameElo_End,Excitement,Elo_Delta,AP_Pre,AP_High,ConfStrengthDiff,PollRankGap,SOS
83,Rutgers,Big Ten (East),,3,6,0.64,-3.02,-2.38,33.24,24.58,5.25,7.87,4.38,4.36,5.1,5.36,0.3333333333333333,8.660000000000004,2020,Rutgers,240.0,289.0,3,1301.6666666666667,1285.0,1299.0,5.964342804888889,14.0,,,0.0,,3.18
84,Houston,American,,3,5,0.66,-3.5,-2.84,40.0,20.08,7.29,7.21,4.81,3.14,6.27,4.84,0.375,19.92,2020,Houston,240.0,256.0,3,1509.75,1529.0,1472.0,4.376391971625,-57.0,,,0.125,,0.53
85,Michigan State,Big Ten (East),,2,5,-4.39,1.47,-2.93,29.85,25.29,7.29,7.27,3.48,3.57,5.67,4.96,0.2857142857142857,4.560000000000002,2020,Michigan State,126.0,246.0,2,1460.0,1551.0,1433.0,4.926588431571429,-118.0,,,0.0,,8.79
86,Stanford,Pac-12 (North),,4,2,1.66,-4.67,-3.0,35.93,25.05,8.83,7.78,4.58,4.72,7.03,5.78,0.6666666666666666,10.879999999999999,2020,Stanford,176.0,190.0,4,1464.3333333333333,1456.0,1456.0,6.0776929375,0.0,,,0.0,,-3.0
87,South Carolina,SEC (East),,2,8,-1.92,-1.46,-3.38,33.12,26.2,6.86,7.83,5.06,4.52,6.04,5.59,0.2,6.919999999999998,2020,South Carolina,235.0,360.0,2,1479.7,1562.0,1404.0,3.8913267375000005,-158.0,,,0.0,,7.42
88,UTSA,CUSA (West),,7,5,-2.37,-1.43,-3.8,34.71,18.94,7.11,6.98,5.44,3.77,6.2,5.21,0.5833333333333334,15.77,2020,UTSA,339.0,308.0,7,1269.2727272727273,1404.0,1320.0,4.8657697525,-84.0,,,0.131,,-6.71
89,Rice,CUSA (West),,2,3,-10.01,6.04,-3.97,27.42,11.32,8.45,7.01,2.75,3.53,4.98,5.05,0.4,16.1,2020,Rice,117.0,94.0,2,1340.6,1307.0,1330.0,5.3066299846,23.0,,,0.0,,-7.97
91,Wyoming,MWC (Mountain),,2,4,-8.02,2.75,-5.27,29.8,14.79,5.6,7.97,5.39,2.93,5.72,4.68,0.3333333333333333,15.010000000000002,2020,Wyoming,159.0,126.0,2,1572.8333333333333,1541.0,1591.0,5.028715575333333,50.0,,,0.0,,-7.94
92,Illinois,Big Ten (West),,2,6,-3.22,-3.17,-6.39,31.16,28.56,6.32,9.9,5.52,5.13,6.09,6.65,0.25,2.6000000000000014,2020,Illinois,161.0,279.0,2,1388.375,1384.0,1407.0,3.569520056,23.0,,,0.0,,4.36
93,East Carolina,American,,3,6,0.13,-6.55,-6.43,38.22,25.19,7.16,7.17,5.31,4.3,6.28,5.62,0.3333333333333333,13.029999999999998,2020,East Carolina,272.0,319.0,3,1245.3333333333333,1252.0,1298.0,3.78695049,46.0,,,0.04199999999999998,,-1.98
94,Oregon State,Pac-12 (North),,2,5,0.86,-8.13,-7.27,36.22,26.79,7.19,6.81,5.9,4.76,6.71,5.39,0.2857142857142857,9.43,2020,Oregon State,202.0,233.0,2,1416.142857142857,1426.0,1412.0,5.668157073714285,-14.0,,,0.0,,-2.98
95,Georgia Tech,ACC (Coastal),,3,7,-4.05,-3.8,-7.85,35.93,23.94,7.74,6.79,5.63,3.83,6.6,4.96,0.3,11.989999999999998,2020,Georgia Tech,239.0,368.0,3,1303.5,1357.0,1314.0,4.7010131636,-43.0,,,0.03300000000000003,,0.05
96,Arkansas State,Sun Belt (West),,4,7,3.41,-11.27,-7.86,41.4,29.38,9.34,8.25,4.09,3.49,6.99,5.68,0.36363636363636365,12.02,2020,Arkansas State,362.0,409.0,4,1342.2,1359.0,1271.0,5.640171507272727,-88.0,,,-0.11399999999999999,,-3.77
97,Florida Atlantic,CUSA (East),,5,4,-11.4,3.49,-7.91,24.95,14.83,6.04,6.53,4.8,3.88,5.27,5.07,0.5555555555555556,10.12,2020,Florida Atlantic,170.0,157.0,5,1643.5555555555557,1532.0,1674.0,4.720660183111111,142.0,,,0.11099999999999999,,-10.02
98,Louisiana Tech,CUSA (West),,5,5,-1.33,-7.01,-8.34,35.71,26.8,6.52,6.94,3.47,3.99,5.03,5.28,0.5,8.91,2020,Louisiana Tech,267.0,347.0,5,1454.888888888889,1478.0,1339.0,3.9888151252,-139.0,,,0.16700000000000004,,-4.24
99,Akron,MAC (East),,1,5,-11.99,3.17,-8.82,20.21,29.95,5.14,9.17,3.97,5.38,4.28,7.03,0.16666666666666666,-9.739999999999998,2020,Akron,103.0,248.0,1,940.6666666666666,1004.0,916.0,1.8100342451666667,-88.0,,,0.0,,5.52
100,Florida State,ACC (Atlantic),,3,6,-2.27,-6.6,-8.87,36.41,24.07,6.95,7.02,6.02,4.38,6.52,5.47,0.3333333333333333,12.339999999999996,2020,Florida State,232.0,324.0,3,1363.125,1382.0,1232.0,3.870501451666667,-150.0,,,-0.08300000000000002,,-1.54
101,Fresno State,MWC (West),,3,3,-1.15,-7.76,-8.9,34.99,27.16,7.1,9.05,3.71,4.59,6.19,6.06,0.5,7.830000000000002,2020,Fresno State,197.0,180.0,3,1487.0,1483.0,1495.0,5.339499932,12.0,,,0.0,,-11.74
102,South Alabama,Sun Belt (West),,4,7,-11.11,1.29,-9.83,26.96,17.7,8.27,7.97,3.56,4.04,5.77,5.75,0.36363636363636365,9.260000000000002,2020,South Alabama,219.0,300.0,4,1239.0,1203.0,1229.0,5.110503650363636,26.0,,,0.01100000000000001,,-3.64
103,Texas State,Sun Belt (West),,2,10,0.44,-10.37,-9.93,38.51,28.46,7.63,6.76,4.95,4.59,6.42,5.42,0.16666666666666666,10.049999999999997,2020,Texas State,332.0,458.0,2,1210.5833333333333,1178.0,1195.0,4.691077552083334,17.0,,,0.08299999999999999,,-0.84
104,Navy,American,,3,7,-9.43,-0.66,-10.08,27.98,20.71,8.03,7.53,4.75,3.98,5.29,5.26,0.3,7.27,2020,Navy,166.0,303.0,3,1404.7,1381.0,1320.0,4.3500373013,-61.0,,,0.129,,-0.88
105,California,Pac-12 (North),,1,3,-12.17,2.06,-10.11,24.58,16.8,6.2,6.36,3.73,3.44,5.15,4.38,0.25,7.779999999999998,2020,California,81.0,106.0,1,1444.25,1425.0,1428.0,7.2401244345,3.0,,,0.0,,-2.36
106,Western Kentucky,CUSA (East),,5,7,-10.5,-0.65,-11.15,26.5,17.71,5.99,5.69,4.18,3.5,5.07,4.39,0.4166666666666667,8.79,2020,Western Kentucky,228.0,304.0,5,1400.3636363636363,1453.0,1328.0,4.654535184416667,-125.0,,,0.15399999999999997,,-6.07
107,Washington State,Pac-12 (North),,1,3,-2.62,-8.71,-11.34,34.54,30.06,7.84,7.32,5.42,4.19,6.93,5.6,0.25,4.48,2020,Washington State,108.0,154.0,1,1588.75,1609.0,1609.0,5.10726913475,0.0,,,0.0,,-0.09
108,Vanderbilt,SEC (East),,0,9,-10.91,-0.7,-11.61,23.07,27.45,7.03,8.06,3.48,5.46,5.38,6.39,0.0,-4.379999999999999,2020,Vanderbilt,133.0,336.0,0,1206.4444444444443,1211.0,1161.0,2.242308105888889,-50.0,,,0.0,,6.39
109,New Mexico,MWC (Mountain),,2,5,-2.97,-8.75,-11.71,33.39,28.35,5.63,9.99,5.45,3.95,5.89,6.34,0.2857142857142857,5.039999999999999,2020,New Mexico,167.0,228.0,2,1196.5714285714287,1230.0,1184.0,5.191228847285714,-46.0,,,0.0,,-4.28
110,Duke,ACC (Coastal),,2,9,-5.36,-7.52,-12.88,35.61,26.58,7.0,6.91,4.51,4.42,5.75,5.33,0.18181818181818182,9.030000000000001,2020,Duke,273.0,419.0,2,1381.5454545454545,1383.0,1192.0,4.90791367009091,-191.0,,,-0.08199999999999999,,-1.6
111,Syracuse,ACC (Atlantic),,1,10,-10.19,-2.74,-12.92,29.98,18.05,6.52,6.21,4.09,3.82,5.43,4.68,0.09090909090909091,11.93,2020,Syracuse,196.0,360.0,1,1380.6363636363637,1405.0,1281.0,3.815136607090909,-124.0,,,0.009000000000000008,,1.53
112,Kansas,Big 12,,0,9,-7.61,-5.92,-13.53,33.0,30.63,6.44,6.21,4.07,4.59,5.07,5.31,0.0,2.370000000000001,2020,Kansas,142.0,414.0,0,1150.888888888889,1100.0,1024.0,2.047899041222222,-76.0,,,0.0,,7.25
113,Arizona,Pac-12 (South),,0,5,-11.63,-2.45,-14.08,25.5,29.53,6.87,7.22,4.99,5.11,6.09,5.63,0.0,-4.030000000000001,2020,Arizona,87.0,199.0,0,1374.6,1360.0,1388.0,4.2096628586,28.0,,,0.0,,1.12
114,Colorado State,MWC (Mountain),,1,3,-5.74,-8.57,-14.31,32.17,29.23,6.64,9.31,4.4,2.19,5.74,4.66,0.25,2.9400000000000013,2020,Colorado State,89.0,143.0,1,1379.0,1363.0,1346.0,4.92862273175,-17.0,,,0.0,,-2.56
115,South Florida,American,,1,8,-5.2,-9.19,-14.39,33.44,29.95,6.56,7.31,4.94,4.13,5.81,5.3,0.1111111111111111,3.4899999999999984,2020,South Florida,208.0,359.0,1,1197.0,1186.0,1095.0,3.4863206412222225,-91.0,,,-0.111,,-1.28
117,Charlotte,CUSA (East),,2,4,-4.66,-9.75,-14.41,33.51,29.6,8.1,7.79,4.09,5.47,5.92,6.48,0.3333333333333333,3.9099999999999966,2020,Charlotte,162.0,195.0,2,1393.0,1446.0,1379.0,4.011898629166667,-67.0,,,0.16699999999999998,,-9.41
118,North Texas,CUSA (West),,4,6,2.83,-17.63,-14.8,39.7,38.2,8.64,7.88,5.43,6.11,6.86,6.82,0.4,1.5,2020,North Texas,344.0,428.0,4,1269.3333333333333,1204.0,1204.0,3.6295377706,0.0,,,0.02899999999999997,,-8.9
119,UTEP,CUSA (West),,3,5,-12.03,-3.26,-15.29,24.06,24.25,6.99,8.34,3.65,3.81,5.2,5.76,0.375,-0.19000000000000128,2020,UTEP,184.0,248.0,3,1120.1666666666667,1079.0,1079.0,4.454321258875,0.0,,,-0.375,,-11.41
121,Bowling Green,MAC (East),,0,5,-15.63,-1.88,-17.51,15.96,34.04,5.18,6.93,4.65,5.53,4.71,6.3,0.0,-18.08,2020,Bowling Green,57.0,225.0,0,953.6,981.0,886.0,1.5558448482,-95.0,,,0.0,,6.49
122,Temple,American,,1,6,-11.9,-7.35,-19.25,25.26,26.4,5.91,8.94,4.28,3.98,5.16,5.78,0.14285714285714285,-1.139999999999997,2020,Temple,139.0,260.0,1,1362.2857142857142,1410.0,1280.0,4.772459915571429,-130.0,,,0.0,,-3.83
123,Utah State,MWC (Mountain),,1,5,-13.09,-6.29,-19.38,24.52,28.12,4.08,8.89,5.42,4.68,5.15,6.09,0.16666666666666666,-3.6000000000000014,2020,Utah State,93.0,211.0,1,1312.8333333333333,1376.0,1258.0,3.057745915,-118.0,,,0.0,,-2.55
125,Florida International,CUSA (East),,0,5,-8.34,-13.84,-22.18,29.07,30.02,5.48,7.02,4.74,4.88,5.09,5.72,0.0,-0.9499999999999993,2020,Florida International,112.0,162.0,0,1371.75,1383.0,1312.0,5.9366669508,-71.0,,,0.0,,-10.38
127,Massachusetts,Ind,,0,4,-21.63,-3.05,-24.68,17.17,34.25,5.68,7.09,3.27,5.53,4.32,6.35,0.0,-17.08,2020,Massachusetts,12.0,161.0,0,903.5,955.0,890.0,1.19029889,-65.0,,,,,-1.18
128,New Mexico State,Ind,,1,1,-7.75,-19.92,-27.68,26.5,36.0,6.16,9.26,5.45,5.54,5.78,7.32,0.5,-9.5,2020,New Mexico State,53.0,72.0,1,,,,1.919843794,,,,,,-19.18
1,Georgia,SEC (East),1.0,14,1,5.85,18.77,24.62,56.58,-8.14,11.11,3.59,6.84,0.97,8.59,2.52,0.9333333333333333,64.72,2021,Georgia,579.0,153.0,14,2082.2,2142.0,2033.0,2.3295294522666667,-109.0,5.0,1.0,0.06699999999999995,4.0,5.62
2,Michigan,Big Ten (East),3.0,12,2,9.68,10.12,19.8,55.61,-0.02,10.39,4.35,6.76,2.35,8.13,3.44,0.8571428571428571,55.63,2021,Michigan,501.0,243.0,12,1845.2857142857142,1855.0,1858.0,3.705540519928572,3.0,,2.0,0.03200000000000003,,6.23
3,Alabama,SEC (West),2.0,13,2,11.88,7.75,19.62,58.67,1.83,11.03,4.94,5.62,1.2,8.24,3.11,0.8666666666666667,56.84,2021,Alabama,598.0,302.0,13,2172.3571428571427,2192.0,2148.0,3.731998405866667,-44.0,1.0,1.0,0.008000000000000007,-1.0,5.69
4,Ohio State,Big Ten (East),6.0,11,2,14.31,5.23,19.53,64.59,5.93,12.05,4.83,7.05,2.43,9.6,3.81,0.8461538461538461,58.660000000000004,2021,Ohio State,594.0,296.0,11,2035.076923076923,2136.0,1998.0,3.5340270788461536,-138.0,4.0,2.0,0.04300000000000004,-2.0,5.53
5,Notre Dame,Ind,8.0,11,2,8.49,7.82,16.31,52.64,3.11,9.8,5.0,5.47,2.59,7.57,3.86,0.8461538461538461,49.53,2021,Notre Dame,458.0,256.0,11,1838.6923076923076,1808.0,1841.0,5.147110026615385,33.0,9.0,5.0,,1.0,3.85
6,Cincinnati,American,4.0,13,1,5.93,9.42,15.34,50.66,2.59,10.08,4.22,6.46,2.67,7.98,3.4,0.9285714285714286,48.06999999999999,2021,Cincinnati,516.0,236.0,13,1914.3846153846155,1898.0,1869.0,2.7784414512857145,-29.0,8.0,2.0,0.07099999999999995,4.0,0.2
7,Oklahoma State,Big 12,7.0,12,2,4.66,9.9,14.57,48.12,0.93,8.81,4.42,5.63,1.07,6.85,2.91,0.8571428571428571,47.19,2021,Oklahoma State,435.0,253.0,12,1773.3846153846155,1719.0,1718.0,5.778718471642857,-1.0,,5.0,0.03200000000000003,,4.42
8,Michigan State,Big Ten (East),9.0,11,2,9.07,5.34,14.41,49.29,6.45,10.19,5.26,6.25,2.4,7.9,4.01,0.8461538461538461,42.839999999999996,2021,Michigan State,414.0,329.0,11,1564.5833333333333,1615.0,1615.0,5.185348160384615,0.0,,5.0,-0.06799999999999995,,5.26
9,Wisconsin,Big Ten (West),,9,4,2.18,11.69,13.87,46.53,-0.33,9.04,4.44,6.35,1.01,7.24,2.9,0.6923076923076923,46.86,2021,Wisconsin,330.0,210.0,9,1772.3076923076924,1725.0,1686.0,4.2609567,-39.0,12.0,12.0,-0.02499999999999991,,6.8
10,Baylor,Big 12,5.0,12,2,3.59,9.91,13.5,47.25,1.38,9.47,5.38,6.9,1.86,7.81,3.67,0.8571428571428571,45.87,2021,Baylor,443.0,256.0,12,1653.3076923076924,1676.0,1578.0,5.731321222928571,-98.0,,5.0,-0.07899999999999996,,3.28
12,Utah,Pac-12 (South),12.0,10,4,7.83,4.43,12.26,50.69,6.88,9.24,5.08,6.65,2.43,7.66,3.83,0.7142857142857143,43.809999999999995,2021,Utah,506.0,316.0,10,1745.4615384615386,1689.0,1678.0,4.3014366965,-11.0,24.0,10.0,0.17500000000000004,12.0,1.62
13,Oklahoma,Big 12,10.0,11,2,10.13,1.63,11.75,55.09,9.31,10.18,5.66,6.96,2.21,8.37,4.14,0.8461538461538461,45.78,2021,Oklahoma,508.0,335.0,11,1863.0833333333333,1846.0,1848.0,5.1491960766923075,2.0,2.0,2.0,-0.06799999999999995,-8.0,2.68
14,Arkansas,SEC (West),21.0,9,4,5.88,5.66,11.54,48.72,5.49,10.85,5.48,6.61,2.71,8.0,3.91,0.6923076923076923,43.23,2021,Arkansas,402.0,298.0,9,1578.6153846153845,1487.0,1617.0,4.586087913692308,130.0,,8.0,-0.19199999999999995,,4.62
15,Clemson,ACC (Atlantic),14.0,10,3,-0.61,12.04,11.43,42.78,-1.29,7.66,4.45,6.1,1.62,6.73,3.14,0.7692307692307693,44.07,2021,Clemson,342.0,193.0,10,1865.5833333333333,1824.0,1879.0,5.010893810384616,55.0,3.0,3.0,-0.019000000000000017,-11.0,2.66
16,Ole Miss,SEC (West),11.0,10,3,8.27,3.16,11.43,51.07,7.12,10.18,4.87,6.41,3.11,7.89,3.93,0.7692307692307693,43.95,2021,Ole Miss,438.0,321.0,10,1720.1666666666667,1729.0,1729.0,4.546735994846154,0.0,,8.0,-0.019000000000000017,,4.05
17,Wake Forest,ACC (Atlantic),15.0,11,3,14.35,-3.07,11.28,56.6,14.06,9.69,5.61,5.29,3.64,7.31,4.66,0.7857142857142857,42.54,2021,Wake Forest,574.0,404.0,11,1659.2307692307693,1670.0,1642.0,5.011890349214285,-28.0,,10.0,0.08899999999999997,,0.99
18,Penn State,Big Ten (East),,7,6,2.42,8.8,11.22,43.91,0.35,9.14,4.34,4.88,2.41,6.98,3.4,0.5384615384615384,43.559999999999995,2021,Penn State,325.0,225.0,7,1767.5,1805.0,1805.0,5.777734117230769,0.0,19.0,4.0,-0.09400000000000003,,5.53
19,Texas A&M,SEC (West),,8,4,0.53,10.25,10.77,44.76,0.58,8.53,4.17,6.63,2.63,7.42,3.44,0.6666666666666666,44.18,2021,Texas A&M,352.0,191.0,8,1800.1666666666667,1777.0,1778.0,4.8540408025,1.0,6.0,5.0,-0.16700000000000004,,1.27
20,Purdue,Big Ten (West),,9,4,4.33,6.25,10.58,48.07,4.63,10.3,5.39,4.47,2.94,7.72,4.2,0.6923076923076923,43.44,2021,Purdue,378.0,291.0,9,1590.5384615384614,1639.0,1583.0,5.227080532153845,-56.0,,25.0,-0.02499999999999991,,5.81
22,Minnesota,Big Ten (West),,9,4,2.13,8.04,10.17,44.07,2.08,10.34,4.77,5.9,2.4,7.19,3.61,0.6923076923076923,41.99,2021,Minnesota,331.0,225.0,9,1627.923076923077,1685.0,1603.0,4.680701754692308,-82.0,,,-0.02499999999999991,,2.94
23,Iowa,Big Ten (West),23.0,10,4,0.36,9.09,9.45,42.78,2.43,8.42,4.46,4.95,1.78,6.38,3.22,0.7142857142857143,40.35,2021,Iowa,328.0,269.0,10,1821.5,1923.0,1924.0,4.6666428117142855,1.0,18.0,2.0,0.06400000000000006,-5.0,5.1
24,Kansas State,Big 12,,8,5,2.17,6.95,9.12,42.5,4.05,9.98,5.6,6.11,2.36,7.6,3.85,0.6153846153846154,38.45,2021,Kansas State,358.0,273.0,8,1559.6666666666667,1547.0,1536.0,4.096627644615385,-11.0,,25.0,-0.17099999999999999,,2.43
25,Iowa State,Big 12,,7,6,3.01,6.07,9.08,47.87,4.79,9.36,5.31,6.65,2.09,7.92,3.66,0.5384615384615384,43.08,2021,Iowa State,407.0,267.0,7,1865.9166666666667,1889.0,1835.0,5.12266708323077,-54.0,7.0,7.0,0.018000000000000016,,3.16
26,Boise State,MWC (Mountain),,7,5,1.71,7.14,8.85,44.58,5.36,9.66,5.96,4.45,3.15,6.67,4.5,0.5833333333333334,39.22,2021,Boise State,350.0,228.0,7,1687.0,1689.0,1705.0,5.216083309,16.0,,,0.04200000000000004,,2.02
27,Kentucky,SEC (East),18.0,10,3,4.42,4.32,8.73,46.63,6.83,9.61,5.53,6.47,2.95,7.69,4.28,0.7692307692307693,39.800000000000004,2021,Kentucky,420.0,282.0,10,1632.5,1617.0,1593.0,3.9209347483846155,-24.0,,11.0,-0.14400000000000002,,0.5
28,Air Force,MWC (Mountain),,10,3,4.55,4.15,8.7,44.23,8.77,12.48,5.78,6.04,2.79,6.79,4.54,0.7692307692307693,35.459999999999994,2021,Air Force,403.0,257.0,10,1675.4166666666667,1713.0,1690.0,4.068845678230769,-23.0,,,-0.019000000000000017,,-1.84
29,Houston,American,17.0,12,2,4.13,4.4,8.53,47.07,8.45,9.7,5.24,4.89,2.48,7.01,3.97,0.8571428571428571,38.620000000000005,2021,Houston,502.0,286.0,12,1623.076923076923,1668.0,1649.0,4.243513524857143,-19.0,,16.0,0.14300000000000002,,-3.26
30,Western Kentucky,CUSA (East),,9,5,13.71,-5.32,8.39,55.95,17.03,9.85,5.54,5.0,3.49,8.09,4.72,0.6428571428571429,38.92,2021,Western Kentucky,619.0,411.0,9,1506.3846153846155,1435.0,1384.0,3.8394115698571425,-51.0,,,0.23199999999999998,,-2.61
31,Tennessee,SEC (East),,7,6,9.62,-1.65,7.97,56.08,12.67,10.76,5.43,6.31,2.67,7.99,4.02,0.5384615384615384,43.41,2021,Tennessee,511.0,378.0,7,1599.75,1639.0,1598.0,3.878625818615385,-41.0,,,-0.038000000000000034,,3.5
32,BYU,Ind,19.0,10,3,6.07,1.22,7.29,47.37,10.93,10.18,5.65,6.03,3.33,7.8,4.5,0.7692307692307693,36.44,2021,BYU,430.0,322.0,10,1779.3846153846155,1710.0,1788.0,4.7955093350833335,78.0,,10.0,,,0.29
34,UCLA,Pac-12 (South),,8,4,9.09,-1.85,7.25,51.89,13.48,9.97,5.54,6.27,2.98,7.72,4.38,0.6666666666666666,38.41,2021,UCLA,438.0,321.0,8,1613.5833333333333,1627.0,1635.0,5.18175883525,8.0,,13.0,0.0,,-0.25
35,Nebraska,Big Ten (West),,3,9,2.13,4.97,7.1,47.31,4.68,11.39,4.64,6.03,2.79,8.1,3.82,0.25,42.63,2021,Nebraska,335.0,272.0,3,1636.3636363636363,1698.0,1572.0,5.041143245833333,-126.0,,,-0.139,,6.6
36,Auburn,SEC (West),,6,7,1.62,5.04,6.66,47.31,4.85,8.93,5.18,6.37,2.53,7.54,3.89,0.46153846153846156,42.46,2021,Auburn,368.0,283.0,6,1712.25,1729.0,1729.0,5.472594692307693,0.0,,12.0,-0.08700000000000002,,5.73
37,Arizona State,Pac-12 (South),,8,5,1.79,4.7,6.49,42.5,7.44,9.79,5.14,6.17,2.72,7.55,3.86,0.6153846153846154,35.06,2021,Arizona State,369.0,271.0,8,1684.75,1715.0,1729.0,4.420985920153846,14.0,25.0,18.0,0.052000000000000046,,-0.74
38,San Diego State,MWC (West),25.0,12,2,0.73,5.65,6.38,39.13,8.13,7.72,4.75,5.21,2.2,6.07,3.92,0.8571428571428571,31.0,2021,San Diego State,383.0,277.0,12,1606.2307692307693,1644.0,1627.0,4.628193865357143,-17.0,,19.0,0.018000000000000016,,-2.48
39,Louisiana,Sun Belt (West),16.0,13,1,0.77,5.55,6.32,41.11,7.67,8.76,5.46,5.53,3.3,6.83,4.3,0.9285714285714286,33.44,2021,Louisiana,435.0,259.0,13,1737.6153846153845,1723.0,1685.0,5.098477640785715,-38.0,23.0,16.0,0.07099999999999995,7.0,-4.82
40,Oregon,Pac-12 (North),22.0,10,4,5.23,0.99,6.22,46.99,10.97,9.47,5.21,6.36,2.78,7.61,4.0,0.7142857142857143,36.02,2021,Oregon,440.0,378.0,10,1709.0,1708.0,1714.0,4.2926022295,6.0,11.0,3.0,0.06400000000000006,-11.0,1.93
41,SMU,American,,8,4,8.54,-2.36,6.18,50.81,15.26,9.31,6.68,5.52,2.77,7.37,4.89,0.6666666666666666,35.550000000000004,2021,SMU,461.0,341.0,8,1595.8181818181818,1578.0,1569.0,4.691967998833333,-9.0,,19.0,-0.16700000000000004,,-1.82
42,Army,Ind,,9,4,2.48,3.46,5.94,44.19,9.18,12.48,6.83,5.82,2.93,6.57,4.98,0.6923076923076923,35.01,2021,Army,427.0,290.0,9,1600.8461538461538,1596.0,1599.0,3.889303830230769,3.0,,,,,-1.53
43,UTSA,CUSA (West),,12,2,4.97,0.68,5.65,48.0,12.82,9.6,7.03,5.62,2.74,7.26,4.78,0.8571428571428571,35.18,2021,UTSA,516.0,345.0,12,1535.7692307692307,1478.0,1480.0,4.849677935642857,2.0,,15.0,0.018000000000000016,,-3.21
44,Utah State,MWC (Mountain),24.0,11,3,5.44,-0.27,5.17,44.63,14.38,9.85,6.1,4.48,3.76,6.86,5.1,0.7857142857142857,30.25,2021,Utah State,456.0,342.0,11,1397.923076923077,1344.0,1336.0,5.177515224923076,-8.0,,24.0,-0.03600000000000003,,-3.04
45,Texas,Big 12,,5,7,8.31,-3.2,5.11,52.84,14.2,9.42,5.05,6.83,3.53,7.84,4.4,0.4166666666666667,38.64,2021,Texas,423.0,373.0,5,1807.0,1698.0,1893.0,5.4489749735,195.0,21.0,15.0,-0.08399999999999996,,4.86
47,Mississippi State,SEC (West),,7,6,2.28,2.73,5.01,45.91,9.32,8.92,5.66,4.35,2.34,7.38,4.05,0.5384615384615384,36.589999999999996,2021,Mississippi State,378.0,337.0,7,1573.923076923077,1583.0,1568.0,4.646768307153846,-15.0,,,-0.038000000000000034,,3.48
48,Fresno State,MWC (West),,10,3,1.9,2.98,4.88,44.73,10.6,9.92,6.11,5.01,3.03,7.43,4.58,0.7692307692307693,34.129999999999995,2021,Fresno State,434.0,267.0,10,1576.5,1603.0,1558.0,4.7423150096153845,-45.0,,18.0,-0.019000000000000017,,-3.89
49,LSU,SEC (West),,6,7,3.07,1.67,4.74,44.31,9.05,9.29,5.35,4.86,2.56,6.95,3.97,0.46153846153846156,35.260000000000005,2021,LSU,345.0,346.0,6,1648.9166666666667,1635.0,1689.0,4.7103091884615385,54.0,16.0,16.0,-0.08700000000000002,,5.28
50,Florida,SEC (East),,6,7,4.82,-0.46,4.37,46.67,10.74,9.83,5.0,6.79,3.19,8.05,4.11,0.46153846153846156,35.93,2021,Florida,399.0,348.0,6,1727.4615384615386,1781.0,1781.0,4.151763234153846,0.0,13.0,10.0,-0.21200000000000002,,2.14
51,Oregon State,Pac-12 (North),,7,6,4.43,-0.27,4.16,45.99,12.53,9.96,5.83,6.22,3.38,7.67,4.57,0.5384615384615384,33.46,2021,Oregon State,406.0,335.0,7,1523.4166666666667,1528.0,1540.0,5.145755780384615,12.0,,,0.018000000000000016,,0.09
52,Louisville,ACC (Atlantic),,6,7,4.42,-0.38,4.03,47.81,11.38,10.25,5.76,6.58,2.97,8.04,4.51,0.46153846153846156,36.43,2021,Louisville,411.0,355.0,6,1559.75,1527.0,1529.0,5.231518798307693,2.0,,,0.03799999999999998,,2.88
53,Coastal Carolina,Sun Belt (East),,11,2,4.16,-0.18,3.98,47.35,13.65,11.32,6.37,6.25,3.6,8.21,4.85,0.8461538461538461,33.7,2021,Coastal Carolina,532.0,281.0,11,1747.3333333333333,1815.0,1819.0,3.776618834153846,4.0,22.0,14.0,-0.09599999999999997,,-8.94
54,UAB,CUSA (West),,9,4,1.23,2.75,3.98,42.49,10.59,10.96,5.39,5.64,2.34,7.48,3.92,0.6923076923076923,31.900000000000002,2021,UAB,384.0,302.0,9,1511.3333333333333,1512.0,1505.0,4.489604766923077,-7.0,,,0.05800000000000005,,-2.09
55,Liberty,Ind,,8,5,1.75,2.04,3.8,45.16,10.77,9.89,5.42,5.57,2.72,7.38,4.07,0.6153846153846154,34.39,2021,Liberty,437.0,280.0,8,1626.5,1654.0,1602.0,3.7346350511538464,-52.0,,,,,-3.51
56,North Carolina,ACC (Coastal),,6,7,8.34,-4.57,3.77,50.12,15.71,10.16,6.54,6.56,3.68,8.03,4.87,0.46153846153846156,34.41,2021,North Carolina,458.0,417.0,6,1702.6923076923076,1662.0,1684.0,4.808615986307692,22.0,10.0,10.0,-0.08700000000000002,,2.15
57,Nevada,MWC (West),,8,5,6.52,-3.05,3.47,48.62,15.89,9.18,4.94,3.96,4.09,7.06,4.73,0.6153846153846154,32.73,2021,Nevada,464.0,345.0,8,1548.1666666666667,1546.0,1490.0,4.789342961153846,-56.0,,,0.010000000000000009,,-1.99
58,Maryland,Big Ten (East),,7,6,3.12,0.32,3.44,48.05,14.88,10.13,6.29,5.63,2.78,7.88,4.5,0.5384615384615384,33.169999999999995,2021,Maryland,381.0,399.0,7,1348.5833333333333,1313.0,1326.0,3.8311210073076927,13.0,,,-0.20500000000000002,,4.36
